,ref1,ref2,length,similarity
6666,Bava Metzia 116a:7,Shevuot 46b:3,155,0.00510204081632653
6667,Bava Batra 118a:7-118b:2,Sotah 36b:5-7,188,0.017241379310344827
6668,Chullin 117a:6,Sanhedrin 73b:3,81,0.6127167630057804
6669,Bekhorot 34b:5-6,Sotah 8a:14-8b:1,168,0.6685236768802229
6670,Menachot 8b:13-15,Zevachim 48b:19-21,111,0.9009009009009009
6671,Arakhin 30b:6,Sotah 22a:6,165,0.4813753581661891
6672,Beitzah 35b:14,Ketubot 4b:8,132,0.42724458204334365
6673,Moed Katan 2b:3-4,Shabbat 138a:8-9,93,0.4015444015444015
6674,Menachot 4a:18,Zevachim 10b:4,84,0.574468085106383
6675,Nedarim 25a:2,Shevuot 29a:10,208,0.34725274725274724
6676,Menachot 72a:11,Pesachim 69b:9,160,0.015113350125944584
6677,Menachot 89a:17,Zevachim 11b:30,139,0.6436781609195402
6678,Yevamot 20a:19,Yevamot 36a:1,64,0.65625
6679,Menachot 77b:11,Menachot 83b:10,127,0.6408450704225352
6680,Beitzah 16a:6,Shabbat 10b:5,90,0.5263157894736842
6681,Chullin 83a:2,Makkot 2b:7,82,0.7868852459016393
6682,Avodah Zarah 66b:6,Bava Kamma 49b:2,42,0.33043478260869563
6683,Temurah 22b:19,Zevachim 111b:17,137,0.09970674486803519
6684,Bava Metzia 43a:8,Rosh Hashanah 33b:4,46,0.5365853658536586
6685,Sotah 26b:10-11,Temurah 30a:7-8,168,0.39880952380952384
6686,Menachot 6a:3-4,Zevachim 5a:15,170,0.5421994884910486
6687,Bava Batra 32a:6,Sanhedrin 30a:20-21,206,0.6111111111111112
6688,Meilah 7b:16,Menachot 47b:1,115,0.58
6689,Bekhorot 37b:10-11,Bekhorot 51a:15-16,205,0.05084745762711865
6690,Taanit 29b:8,Yevamot 43a:17,192,0.4223918575063613
6691,Chullin 113b:3-4,Shevuot 26b:18-19,144,0.8178913738019169
6692,Nedarim 84a:1,Yevamot 112a:12,59,0.6820809248554913
6693,Berakhot 17b:7,Yevamot 13b:19,102,0.44126074498567336
6694,Eruvin 8b:3,Kiddushin 15a:13,61,0.7878787878787878
6695,Bekhorot 36a:2-4,Shabbat 145b:3,194,0.8070953436807096
6696,Chullin 7b:14,Sanhedrin 67b:7-9,238,0.553014553014553
6697,Chullin 114a:16-17,Nazir 40a:13-14,244,0.3595959595959596
6698,Chullin 106a:8,Yoma 10b:2,136,0.5172413793103449
6699,Zevachim 18a:8,Zevachim 40a:7,72,0.7926829268292683
6700,Chullin 115b:17,Makkot 19a:7,70,0.76
6701,Niddah 63b:23,Yevamot 65a:1,136,0.5319148936170213
6702,Pesachim 69b:13,Temurah 9a:2,99,0.5289855072463768
6703,Bava Batra 123b:9-10,Bekhorot 53b:6-7,23,0.0
6704,Keritot 11b:14,Yevamot 119a:1,129,0.48905109489051096
6705,Bava Batra 111a:4-6,Zevachim 69b:5-6,41,0.34418604651162793
6706,Menachot 100a:5,Menachot 90a:14,112,0.5868725868725869
6707,Chullin 113b:3-4,Kiddushin 34b:10-11,169,0.6345609065155807
6708,Berakhot 59b:16,Pesachim 101b:1,106,0.49491525423728816
6709,Eruvin 47a:18,Yevamot 35a:4,246,0.022900763358778626
6710,Gittin 36a:13-14,Moed Katan 2b:17-18,123,0.643979057591623
6711,Kiddushin 41a:8,Kiddushin 81b:15,174,0.06109979633401222
6712,Yevamot 7a:15-7b:1,Zevachim 47b:6,207,0.028503562945368172
6713,Sanhedrin 34a:4,Sanhedrin 40a:12,172,0.20323325635103925
6714,Menachot 72b:14-16,Pesachim 13b:10-12,278,0.050335570469798654
6715,Chullin 4b:15,Sanhedrin 102b:13,109,0.5669291338582677
6716,Megillah 29b:22,Yoma 70a:5,138,0.5721784776902887
6717,Horayot 8b:7,Yoma 2b:3,77,0.7136150234741784
6718,Sanhedrin 5b:12,Sanhedrin 87b:9,182,0.4155844155844156
6719,Nazir 37b:8-10,Pesachim 45a:2-4,227,0.36673773987206826
6720,Pesachim 32b:13,Sanhedrin 30b:20-21,179,0.5142857142857142
6721,Makkot 4b:3-4,Nedarim 73a:7,63,0.2699724517906336
6722,Shabbat 147a:1,Shabbat 62b:14-15,132,0.5289855072463768
6723,Zevachim 114a:12,Zevachim 117b:2-3,136,0.8166089965397924
6724,Ketubot 3a:3-4,Yevamot 110a:6-7,152,0.2618510158013544
6725,Sanhedrin 36b:8,Yevamot 78a:9,70,0.4639175257731959
6726,Avodah Zarah 71b:7-8,Avodah Zarah 74a:9-10,97,0.6903553299492385
6727,Bava Metzia 113b:10,Nazir 45a:6-7,202,0.049429657794676805
6728,Beitzah 40a:3-4,Kiddushin 79b:3,172,0.6052631578947368
6729,Nazir 12b:4,Nedarim 72b:6,126,0.6361031518624641
6730,Eruvin 17a:7,Eruvin 93b:12,162,0.6741573033707865
6731,Bava Kamma 12a:12-13,Gittin 78a:22-23,119,0.7799227799227799
6732,Yoma 42a:6,Zevachim 68b:5-6,93,0.6984126984126984
6733,Bava Metzia 24a:9-10,Yevamot 108a:6,65,0.14184397163120568
6734,Beitzah 11a:20,Shabbat 60b:20,124,0.5540540540540541
6735,Rosh Hashanah 30a:7,Shabbat 62a:12,153,0.6030769230769231
6736,Bava Metzia 62a:5-6,Yevamot 22b:7-8,73,0.4948453608247423
6737,Avodah Zarah 2b:2,Shevuot 6b:13,151,0.6246246246246246
6738,Chullin 16b:10,Chullin 3a:2,82,0.5137614678899083
6739,Sanhedrin 32a:10,Sanhedrin 36b:9,96,0.37446808510638296
6740,Chagigah 23b:8,Pesachim 19a:6,92,0.688
6741,Zevachim 11b:6,Zevachim 3b:5,139,0.5656565656565656
6742,Bava Batra 27b:18,Bava Batra 60a:9,145,0.16326530612244897
6743,Sanhedrin 87b:12-13,Sanhedrin 9a:2-3,132,0.05235602094240838
6744,Horayot 10b:15,Sanhedrin 105b:14,150,0.4392764857881137
6745,Shabbat 12a:4,Yoma 7b:6-8a:1,259,0.04560260586319218
6746,Menachot 19b:5,Menachot 8b:4,132,0.8947368421052632
6747,Megillah 10a:6-10b:3,Shevuot 16a:10-17,183,0.16578249336870027
6748,Berakhot 47b:5,Gittin 61a:10,145,0.5501066098081023
6749,Makkot 14b:11,Zevachim 33b:2-3,190,0.7621359223300971
6750,Zevachim 50a:3,Zevachim 63a:8-9,58,0.5876288659793815
6751,Avodah Zarah 51a:15,Avodah Zarah 5b:10,121,0.8104089219330854
6752,Sanhedrin 57b:5,Sotah 16b:5-6,135,0.12322274881516587
6753,Bava Kamma 73b:6,Shevuot 32a:18,180,0.49066666666666664
6754,Chullin 121a:18,Niddah 51a:7-8,130,0.7120743034055728
6755,Bava Batra 83b:8,Bava Metzia 49b:14,128,0.4381625441696113
6756,Bava Kamma 33a:14,Bava Kamma 5a:4,70,0.6764705882352942
6757,Ketubot 100a:13,Ketubot 97a:6,66,0.7848101265822784
6758,Bava Metzia 6b:9,Shabbat 58b:12,74,0.4725274725274725
6759,Shabbat 123a:15-17,Shabbat 52b:17-18,144,0.5454545454545454
6760,Menachot 12a:2,Menachot 17a:2,175,0.8338028169014085
6761,Ketubot 29b:9,Kiddushin 64a:7,172,0.7990196078431373
6762,Avodah Zarah 41b:9-12,Niddah 15b:6-9,142,0.041666666666666664
6763,Eruvin 63a:15,Yoma 21b:5,107,0.6408450704225352
6764,Beitzah 39b:7-9,Bekhorot 56b:16-18,237,0.6166328600405679
6765,Bava Batra 87b:7-8,Nedarim 31a:10,106,0.38735177865612647
6766,Yevamot 117b:1,Yevamot 119b:8,122,0.33220338983050846
6767,Bava Batra 150b:11,Bava Metzia 46a:4,133,0.696165191740413
6768,Rosh Hashanah 28b:14-16,Zevachim 80a:1-3,108,0.18085106382978725
6769,Avodah Zarah 46a:9-10,Zevachim 12b:20,31,0.06629834254143646
6770,Bava Metzia 115a:5-6,Yoma 87a:11,125,0.3072463768115942
6771,Shabbat 69a:4,Shevuot 26b:8,80,0.5
6772,Ketubot 53a:13,Ketubot 89b:12,123,0.639344262295082
6773,Keritot 17b:12,Keritot 23a:4,136,0.3986013986013986
6774,Bava Kamma 106a:6,Bava Kamma 63b:3,115,0.696551724137931
6775,Yevamot 36a:7,Yevamot 87b:9,130,0.40894568690095845
6776,Chullin 5b:2-3,Horayot 11a:13-14,215,0.7068273092369478
6777,Bekhorot 34b:5-6,Sanhedrin 45a:6-7,168,0.08695652173913043
6778,Bava Batra 38a:3,Bava Metzia 110a:8,226,0.42916666666666664
6779,Bava Metzia 61a:14-15,Kiddushin 5b:2,38,0.18461538461538463
6780,Pesachim 97a:7,Temurah 23a:4,248,0.4216417910447761
6781,Arakhin 29b:13,Kiddushin 6b:5,116,0.44666666666666666
6782,Zevachim 10a:17,Zevachim 2a:2,123,0.7601476014760148
6783,Niddah 6b:12,Sotah 30a:7,26,0.4642857142857143
6784,Taanit 15a:9,Taanit 16b:9,237,0.32945736434108525
6785,Bekhorot 26b:20,Chullin 26a:9,103,0.45493562231759654
6786,Bava Kamma 6b:25-7a:3,Gittin 49a:6-9,68,0.037996545768566495
6787,Nedarim 40a:10,Yoma 59a:10,152,0.3393939393939394
6788,Pesachim 66a:2,Pesachim 69b:9,152,0.17994858611825193
6789,Chullin 82b:13-14,Chullin 91a:2-3,231,0.302158273381295
6790,Shabbat 22a:6,Shabbat 40a:6,174,0.6128133704735376
6791,Zevachim 52b:18-53a:1,Zevachim 65a:16,278,0.01957585644371941
6792,Menachot 100a:12-14,Yoma 29b:1-2,223,0.015779092702169626
6793,Kiddushin 81b:13,Niddah 45b:2,104,0.4059701492537313
6794,Chullin 132a:3,Megillah 23b:13,94,0.5526315789473685
6795,Eruvin 101a:15-101b:1,Eruvin 87a:9,179,0.36123348017621143
6796,Berakhot 58a:7,Yevamot 76b:12,121,0.580441640378549
6797,Chullin 117a:17-117b:1,Meilah 11b:8-10,109,0.753968253968254
6798,Bava Kamma 27a:9,Bava Kamma 92a:6,56,0.5786163522012578
6799,Bava Batra 47b:1,Bava Metzia 12b:14,120,0.8093385214007782
6800,Nazir 34a:1,Nedarim 21a:2,179,0.1073170731707317
6801,Rosh Hashanah 19b:2,Yevamot 79a:13,151,0.35013262599469497
6802,Sanhedrin 86b:16,Sanhedrin 88a:18,96,0.4838709677419355
6803,Eruvin 47a:16,Yevamot 43b:4,55,0.5188679245283019
6804,Chullin 51b:8,Zevachim 74b:15,69,0.5380710659898477
6805,Bava Metzia 20a:8-20b:1,Gittin 27a:5-6,114,0.15512465373961218
6806,Horayot 12a:5-6,Keritot 5b:21-22,396,0.4555694618272841
6807,Eruvin 37b:19,Sukkah 24a:6,111,0.7391304347826086
6808,Bava Metzia 63b:7-8,Bava Metzia 74b:4,82,0.013245033112582781
6809,Berakhot 40b:5,Sukkah 56a:7-8,162,0.49122807017543857
6810,Bava Batra 108a:3-4,Nedarim 2b:9,92,0.5544554455445545
6811,Menachot 40a:7,Yevamot 20b:16,121,0.7261146496815286
6812,Ketubot 30a:5,Megillah 7b:18,175,0.9438202247191011
6813,Yoma 12a:4,Zevachim 118b:9,202,0.15454545454545454
6814,Avodah Zarah 65a:12,Bava Metzia 79b:6,175,0.9192200557103064
6815,Keritot 22b:16-17,Zevachim 48a:15,90,0.4723926380368098
6816,Ketubot 46b:2-3,Ketubot 65b:15,208,0.6584867075664622
6817,Eruvin 87b:20-21,Shabbat 11b:13-12a:1,162,0.018604651162790697
6818,Bava Batra 142b:10-143a:1,Niddah 42a:19-20,204,0.06976744186046512
6819,Beitzah 31b:6,Eruvin 34b:15,110,0.45714285714285713
6820,Menachot 45b:19-20,Yoma 2b:3-4,139,0.958041958041958
6821,Bava Kamma 111a:13,Pesachim 58b:11,94,0.8955223880597015
6822,Chullin 120b:15-16,Shevuot 31a:17-18,218,0.060085836909871244
6823,Berakhot 17b:7,Sotah 8a:11-12,247,0.1111111111111111
6824,Niddah 18b:14-19a:1,Niddah 21a:11,168,0.5737704918032787
6825,Ketubot 100b:6,Sanhedrin 51b:22,58,0.7906976744186046
6826,Bava Kamma 18a:16-17,Bava Kamma 48a:5,91,0.4251968503937008
6827,Menachot 67b:7,Pesachim 10b:13,99,0.7330677290836654
6828,Makkot 2b:5,Sanhedrin 10a:7-9,245,0.003179650238473768
6829,Beitzah 36a:12,Shabbat 92b:5,91,0.16422287390029325
6830,Ketubot 59a:16-59b:1,Nedarim 86a:4,138,0.7098976109215017
6831,Sanhedrin 22b:14,Temurah 11b:18,88,0.46153846153846156
6832,Bava Batra 109b:3,Bava Metzia 27a:13-14,49,0.3391304347826087
6833,Bava Kamma 41b:6-8,Kiddushin 57a:1-2,19,0.0
6834,Shabbat 68a:1,Shabbat 73b:3,72,0.0
6835,Nedarim 59a:2,Pesachim 34a:4,172,0.46236559139784944
6836,Kiddushin 15a:14-15,Temurah 14b:12,118,0.4389027431421446
6837,Chullin 88b:2,Yoma 42b:5,117,0.35942028985507246
6838,Bekhorot 30a:12,Eruvin 69a:10,158,0.45294117647058824
6839,Megillah 2a:1,Yevamot 13b:16,90,0.4875
6840,Menachot 66b:6-8,Shabbat 105a:4,153,0.5515151515151515
6841,Bekhorot 6b:3-4,Kiddushin 57a:1,112,0.4047058823529412
6842,Kiddushin 68b:3-4,Yevamot 23a:11-12,232,0.1626984126984127
6843,Bava Metzia 46b:7,Beitzah 2b:13,58,0.6285714285714286
6844,Bava Batra 86b:4,Bava Metzia 102b:8,127,0.8513513513513513
6845,Bava Kamma 73b:2-3,Temurah 25b:17-18,106,0.14012738853503184
6846,Bava Batra 150b:5,Gittin 14a:4,69,0.5390625
6847,Rosh Hashanah 5b:14,Temurah 21a:17,149,0.6866666666666666
6848,Arakhin 21a:1,Chullin 139a:3,96,0.5538461538461539
6849,Gittin 88a:19,Taanit 30b:13,94,0.45864661654135336
6850,Berakhot 33b:13,Sukkah 45a:1,67,0.6936416184971098
6851,Gittin 76a:5,Kiddushin 37b:6,87,0.5104895104895105
6852,Beitzah 17b:8,Gittin 54a:15,58,0.6514285714285715
6853,Chullin 91b:5,Keritot 15a:6,164,0.6629526462395543
6854,Pesachim 78a:12,Yoma 4a:2,123,0.48484848484848486
6855,Berakhot 2b:19,Shabbat 34b:3,167,0.125
6856,Megillah 5a:17,Yoma 3a:2,122,0.657243816254417
6857,Keritot 2a:1,Ketubot 31b:12,146,0.5662337662337662
6858,Shevuot 22b:15,Yoma 81a:7,190,0.3231850117096019
6859,Chullin 84b:2,Pesachim 112b:14,222,0.00881057268722467
6860,Kiddushin 25a:20,Makkot 18b:8,89,0.9834254143646409
6861,Bekhorot 33a:10,Pesachim 95b:10,108,0.4470588235294118
6862,Ketubot 29a:1,Ketubot 36b:6,177,0.2356020942408377
6863,Bekhorot 4a:13,Tamid 27a:9,125,0.9
6864,Kiddushin 48a:14,Temurah 25b:10,134,0.5547445255474452
6865,Bava Batra 117a:4,Bava Batra 11a:13,219,0.007246376811594203
6866,Taanit 3a:7,Zevachim 110b:6,106,0.8823529411764706
6867,Sanhedrin 67b:4,Yoma 60a:1,91,0.6923076923076923
6868,Bava Batra 174a:2,Gittin 38a:6,109,0.7941176470588235
6869,Gittin 76a:11,Yevamot 80b:3,94,0.4519230769230769
6870,Chullin 26a:9,Pesachim 51a:2,130,0.5324675324675324
6871,Kiddushin 34b:6,Sanhedrin 67b:4,90,0.6629834254143646
6872,Eruvin 45b:8-9,Eruvin 47b:9-10,146,0.8493975903614458
6873,Chullin 86a:8,Gittin 65a:13,53,0.8990825688073395
6874,Avodah Zarah 2a:3,Sukkah 50b:1,97,0.11602209944751381
6875,Moed Katan 27a:5,Taanit 30b:7,124,0.45993031358885017
6876,Eruvin 102a:2-4,Shabbat 126a:2-3,386,0.5252774352651048
6877,Ketubot 82a:12,Yevamot 19b:13-20a:1,94,0.3525641025641026
6878,Avodah Zarah 48b:11,Shabbat 45b:2,172,0.05919661733615222
6879,Sanhedrin 51a:8-9,Yevamot 61b:8,91,0.625
6880,Kiddushin 20a:19,Sotah 22a:6,153,0.5283018867924528
6881,Shabbat 129a:6,Shabbat 135a:4,169,0.42452830188679247
6882,Kiddushin 5b:2,Sanhedrin 66a:19-20,157,0.6647727272727273
6883,Keritot 14b:10-11,Sanhedrin 81a:12,119,0.856
6884,Beitzah 37b:3,Menachot 52b:9,112,0.7603305785123967
6885,Bava Metzia 59a:3,Sotah 10b:6,230,0.7648261758691206
6886,Bava Batra 95a:3,Kiddushin 42b:2,74,0.7701149425287356
6887,Kiddushin 38b:3,Moed Katan 2b:17-18,123,0.6298701298701299
6888,Chagigah 10a:1,Eruvin 100a:13-14,78,0.5283018867924528
6889,Moed Katan 4b:5-6,Sukkah 21b:11,86,0.08547008547008547
6890,Beitzah 14b:14-15,Yoma 69a:5-6,339,0.3151862464183381
6891,Beitzah 23a:14,Shabbat 50a:17-18,142,0.4966887417218543
6892,Kiddushin 44a:13,Shevuot 38a:2-3,259,0.011111111111111112
6893,Kiddushin 4a:12-15,Zevachim 82b:10-13,306,0.0061068702290076335
6894,Bava Kamma 100a:8,Yevamot 83a:9,94,0.6666666666666666
6895,Avodah Zarah 23b:8-9,Temurah 28b:16-17,158,0.13392857142857142
6896,Bava Batra 10a:10,Berakhot 31b:4,176,0.6852367688022284
6897,Keritot 28a:23,Yoma 41b:6,82,0.768361581920904
6898,Ketubot 34b:8,Shevuot 23b:19-20,129,0.7536231884057971
6899,Avodah Zarah 4a:19-4b:1,Berakhot 7a:7-9,174,0.5936739659367397
6900,Bava Kamma 81b:16-17,Eruvin 17b:2-3,118,0.5321100917431193
6901,Ketubot 95b:5,Sotah 21b:8,145,0.8
6902,Sotah 25a:5,Yevamot 53b:9,122,0.7117437722419929
6903,Kiddushin 21a:5-6,Kiddushin 5b:2,157,0.4121212121212121
6904,Chagigah 13a:12,Menachot 45a:19,162,0.9444444444444444
6905,Moed Katan 15b:6,Pesachim 54b:15,172,0.265625
6906,Gittin 20b:7,Gittin 75a:7,78,0.9506172839506173
6907,Chullin 86a:14,Menachot 108b:6,72,0.7612903225806451
6908,Beitzah 20b:5,Chagigah 17a:7,166,0.5203252032520326
6909,Bava Kamma 106b:3,Bava Kamma 63b:15,104,0.8062015503875969
6910,Gittin 82a:7,Kiddushin 5b:15,141,0.25671641791044775
6911,Sanhedrin 70a:8,Taanit 30a:7,191,0.027559055118110236
6912,Berakhot 63a:17,Sotah 2a:5,93,0.9637305699481865
6913,Berakhot 13a:25-31,Megillah 17a:17-17b:3,147,0.49906191369606
6914,Bava Batra 165b:22-166a:1,Ketubot 110b:22,63,0.44086021505376344
6915,Bava Kamma 95b:10,Nedarim 70b:9,62,0.4666666666666667
6916,Megillah 22b:18,Taanit 25a:17-18,132,0.009950248756218905
6917,Bava Kamma 83b:8,Bava Kamma 92a:5,63,0.354978354978355
6918,Eruvin 45b:3,Eruvin 91a:10,158,0.8611898016997167
6919,Shabbat 133a:13,Yevamot 61a:10,85,0.42379182156133827
6920,Eruvin 95a:5,Sanhedrin 27a:16-17,156,0.6434782608695652
6921,Nedarim 15a:9,Nedarim 57a:3,85,0.42276422764227645
6922,Arakhin 2a:12-14,Temurah 2a:5-7,234,0.5557894736842105
6923,Pesachim 35b:11-12,Shabbat 128a:1-2,134,0.5277777777777778
6924,Bava Kamma 95a:9,Bava Kamma 99b:13,113,0.5597269624573379
6925,Chullin 117a:16-17,Zevachim 57a:3-4,163,0.01634877384196185
6926,Bava Metzia 35a:15,Ketubot 50a:11,95,0.5266106442577031
6927,Avodah Zarah 14a:1-2,Shabbat 90a:4,141,0.005405405405405406
6928,Bava Batra 21b:8-9,Bava Batra 41a:2,142,0.3205574912891986
6929,Kiddushin 40a:14,Shevuot 29a:14,145,0.5808580858085809
6930,Megillah 28a:21,Sukkah 28a:3,248,0.0150093808630394
6931,Beitzah 8b:7,Yevamot 61a:10,62,0.42276422764227645
6932,Pesachim 39b:1,Shevuot 36a:23,74,0.4372093023255814
6933,Menachot 17a:2,Zevachim 35a:11,95,0.48148148148148145
6934,Chullin 134b:10,Nedarim 44b:3,85,0.8850574712643678
6935,Kiddushin 58a:4,Temurah 33b:16,76,0.75
6936,Sanhedrin 74a:3,Sanhedrin 79a:10,163,0.6492753623188405
6937,Keritot 2b:21-22,Pesachim 120a:12,90,0.6131386861313869
6938,Eruvin 66b:2,Niddah 39a:13-14,110,0.17679558011049723
6939,Arakhin 14b:16,Bekhorot 49a:7-8,134,0.6714285714285714
6940,Megillah 18a:21-22,Megillah 9b:4,224,0.015841584158415842
6941,Menachot 5b:7,Temurah 29a:11,65,0.9253731343283582
6942,Bava Batra 131b:5,Bava Batra 150b:5,64,0.9473684210526315
6943,Shabbat 102a:11-12,Yevamot 34a:2-4,198,0.6924564796905223
6944,Bekhorot 28b:15-16,Sanhedrin 33a:10-11,167,0.8202247191011236
6945,Shevuot 31b:15-32a:1,Shevuot 35a:6,120,0.6432432432432432
6946,Nazir 19a:2,Nazir 22a:2,102,0.6974789915966386
6947,Sanhedrin 79a:8-9,Yoma 84b:12-13,200,0.11210762331838565
6948,Temurah 13a:5-6,Temurah 31b:4,88,0.48372093023255813
6949,Chullin 106a:8,Chullin 12a:13,212,0.022172949002217297
6950,Ketubot 84b:6,Yoma 59a:2,92,0.6666666666666666
6951,Eruvin 27b:14,Kiddushin 21b:9-10,134,0.6181818181818182
6952,Ketubot 19a:5,Yevamot 91a:13,132,0.6830985915492958
6953,Beitzah 35b:8-9,Sukkah 50b:1,265,0.26181818181818184
6954,Gittin 7a:3-4,Ketubot 28b:4-5,169,0.02320185614849188
6955,Gittin 81a:16,Kiddushin 65a:21,111,0.660436137071651
6956,Avodah Zarah 37a:3,Nedarim 19a:7,126,0.4358353510895884
6957,Bava Kamma 71b:17,Gittin 55b:6,159,0.35733333333333334
6958,Arakhin 32b:8,Megillah 3b:15,168,0.6438746438746439
6959,Chagigah 10a:12,Nedarim 7b:9-8a:1,83,0.7649769585253456
6960,Beitzah 2a:1-2,Beitzah 7b:14-15,184,0.4564796905222437
6961,Ketubot 24a:10,Sanhedrin 45a:6-7,162,0.34806629834254144
6962,Pesachim 12b:13-15,Shabbat 10a:7-8,308,0.42121684867394693
6963,Shabbat 79a:5,Shabbat 89b:7,267,0.014732965009208104
6964,Gittin 45a:13,Ketubot 52b:1,106,0.592
6965,Gittin 74a:10,Gittin 81a:16,111,0.5042016806722689
6966,Berakhot 44b:4,Niddah 51b:18,85,0.6506024096385542
6967,Arakhin 4b:5,Bekhorot 42a:3,80,0.47413793103448276
6968,Bekhorot 56a:3,Menachot 91a:9,92,0.39416058394160586
6969,Chagigah 14b:2,Ketubot 66b:11,195,0.45374449339207046
6970,Yevamot 29a:5,Yevamot 41a:10,116,0.8286852589641435
6971,Pesachim 45a:8,Sanhedrin 45b:12,96,0.6766169154228856
6972,Chullin 78a:2,Niddah 66a:14,124,0.36419753086419754
6973,Yevamot 119a:1,Yevamot 36a:7,129,0.6410256410256411
6974,Shabbat 147b:2,Shevuot 33a:18,115,0.4127906976744186
6975,Chagigah 26b:9,Menachot 97a:2,181,0.9135135135135135
6976,Chullin 85a:14,Horayot 8b:7,76,0.6981132075471698
6977,Avodah Zarah 74a:9,Bekhorot 37a:13,100,0.9651741293532339
6978,Beitzah 8a:6-7,Shabbat 50a:12,108,0.8404669260700389
6979,Bava Metzia 87a:14-15,Sanhedrin 107b:17,149,0.10154525386313466
6980,Arakhin 31b:11,Yoma 65b:8-66a:1,184,0.6892950391644909
6981,Eruvin 17b:1,Nazir 43b:3,91,0.6776859504132231
6982,Rosh Hashanah 30a:12,Shevuot 29b:11,237,0.004123711340206186
6983,Bava Kamma 12a:12-13,Gittin 21a:5,114,0.8583690987124464
6984,Gittin 67a:12,Yevamot 25b:12,99,0.6090534979423868
6985,Bekhorot 42a:5-6,Zevachim 66b:7,121,0.36363636363636365
6986,Moed Katan 12a:19-12b:1,Sanhedrin 67b:12,37,0.41935483870967744
6987,Chullin 88b:3,Keritot 21a:4,76,0.8192771084337349
6988,Chullin 100b:6-7,Pesachim 22a:5,120,0.6754098360655738
6989,Shevuot 26b:8,Yoma 80a:7-8,80,0.6666666666666666
6990,Bava Kamma 61a:7,Bava Metzia 52a:5,74,0.33620689655172414
6991,Makkot 6b:10,Sanhedrin 41a:12,128,0.896551724137931
6992,Pesachim 96a:19,Yevamot 55a:21,175,0.2857142857142857
6993,Bekhorot 37b:8,Chullin 46b:9,127,0.7046979865771812
6994,Zevachim 27a:1,Zevachim 64b:17,60,0.49586776859504134
6995,Shabbat 12b:2,Sotah 33a:6,169,0.6033519553072626
6996,Bava Kamma 66b:16,Gittin 55a:4,57,0.6265060240963856
6997,Shabbat 129a:6,Shabbat 133b:7,144,0.41604010025062654
6998,Bava Batra 125a:4,Pesachim 31a:5,87,0.647887323943662
6999,Bava Kamma 28a:19,Shabbat 20a:6,124,0.2857142857142857
7000,Bava Kamma 106a:6,Bava Kamma 108b:13,115,0.7655172413793103
7001,Bava Kamma 119b:4,Menachot 76a:2,90,0.751269035532995
7002,Bava Metzia 90a:15,Chullin 109b:1-2,178,0.0045045045045045045
7003,Bekhorot 46b:4,Chullin 68a:7-8,166,0.4420485175202156
7004,Bava Kamma 3a:6,Yevamot 70a:20,84,0.1925133689839572
7005,Meilah 7a:12,Menachot 80a:7,199,0.028368794326241134
7006,Chagigah 19a:11,Chullin 31b:10,117,0.8860759493670886
7007,Gittin 42a:3,Gittin 87a:8,88,0.5546218487394958
7008,Niddah 28b:4,Shevuot 26a:19,81,0.5658536585365853
7009,Bava Metzia 18b:6,Bava Metzia 7b:4,90,0.6188679245283019
7010,Beitzah 4a:19,Keritot 13b:14,131,0.6388059701492538
7011,Moed Katan 18b:19,Shabbat 118b:8,95,0.7022222222222222
7012,Ketubot 101a:6-8,Zevachim 104a:6-7,124,0.6521739130434783
7013,Rosh Hashanah 6a:3-4,Zevachim 29b:5,24,0.16091954022988506
7014,Avodah Zarah 48b:14-15,Bava Batra 30a:2-3,39,0.7073170731707317
7015,Sanhedrin 69a:15-16,Yevamot 57b:3-4,196,0.8058455114822547
7016,Nedarim 17b:2,Shevuot 22a:12,117,0.3588039867109635
7017,Sanhedrin 63a:2-3,Sanhedrin 64b:17-18,87,0.7640449438202247
7018,Keritot 13b:21,Shevuot 24b:8,106,0.8558951965065502
7019,Pesachim 97b:1-2,Yevamot 78a:16-17,166,0.32786885245901637
7020,Avodah Zarah 42a:17,Avodah Zarah 43b:19,104,0.7642276422764228
7021,Avodah Zarah 51a:15-20,Zevachim 116a:3-7,148,0.08414239482200647
7022,Avodah Zarah 36a:11,Bava Batra 60b:13,203,0.04081632653061224
7023,Menachot 82a:10,Zevachim 7b:16,258,0.21428571428571427
7024,Bava Kamma 95a:9,Bava Metzia 117b:2,180,0.5092838196286472
7025,Bekhorot 33b:3-4,Temurah 24a:27-29,157,0.9467084639498433
7026,Eruvin 85b:12,Zevachim 11b:12,87,0.2978723404255319
7027,Keritot 16a:5,Sukkah 33b:14,72,0.6067415730337079
7028,Shabbat 45b:4,Shevuot 22b:4,86,0.5409836065573771
7029,Avodah Zarah 71b:7,Megillah 29b:5,97,0.6285714285714286
7030,Rosh Hashanah 5a:7-5b:1,Zevachim 99b:16-18,24,0.18699186991869918
7031,Eruvin 12a:17,Eruvin 16b:20,115,0.8679245283018868
7032,Gittin 72b:13,Kiddushin 60b:10,62,0.9037037037037037
7033,Beitzah 30a:10,Shabbat 148b:3,176,0.8135593220338984
7034,Berakhot 15b:13-14,Berakhot 30b:2,167,0.44329896907216493
7035,Bava Kamma 94b:12,Bava Metzia 62a:7,142,0.668769716088328
7036,Bava Batra 26a:11,Bava Kamma 91b:19,91,0.4935064935064935
7037,Avodah Zarah 49b:1-2,Pesachim 27a:3-4,101,0.2874251497005988
