,Masechet,Daf,Line,Perek,Comment
1991,Chullin,51,1,יום טוב,ולית הלכתא כוותיה - שהרי למנות סדר הבדלות הוא בא בתחלה והבדלה דכתיבה באורייתא בקודש וחול כתיבה וכרבי דוסא נמי לית (ליה) הלכתא דלא מזלזלינן ביום טוב לקרותו קודש הקל:
1992,Chullin,54,0,בגד,"מאי לאו בעוף - קאי שהרי דמו ראוי ליניכא לתולעת הגדלה בבגדי צמר שקורין טיני""א כדכתיב כבגד אכלו עש וקאמר נוחרו ויפטר מן הכסוי ואי אין שחיטה לעוף נוחרו צריך כסוי שזו היא שחיטתו:"
1993,Chullin,55,1,גיד הנשה,חכים יוסף ברי בטרפות כרבי יוחנן - דאמרינן בפרק גיד הנשה (לקמן חולין דף צה:) דשדר ליה שמואל תליסר גמלי ספיקי דטריפתא למיבדקיה בגווייהו. לישנא אחרינא כרבי יוחנן בכל מילי:
1994,Chullin,57,1,חטאת העוף,"שהרי עשה בה [מעשה חטאת העוף] למטה - במקום פסולה מעשה שהוא חשוב בחטאת העוף להכשירו בכך שמליקת חטאת העוף בסימן אחד הילכך ה""נ חשיב לפסול אע""ג דבעולה לא הוי סוף מליקה עד גמר השני:"
1996,Chullin,58,0,תמיד נשחט,ובמועד לשמו פטור - בשוחט הפסח על החמץ קאי בפרק תמיד נשחט (פסחים דף סג.) ומרבינן התם לשאר זבחים ששחטן בפסח על החמץ שלוקה עליהן משום לא תשחט על חמץ וקאמר ר' שמעון שהשוחט פסח בתוך המועד כגון שאבד בארבעה עשר והקריב אחר תחתיו ונמצא הראשון במועד ושחטו לשמו על החמץ פטור דהא זבח פסול הוא דלא חזי שלא בזמנו לשמו:
1997,Chullin,58,0,שנים,בשנים ושלשה מקומות - שחתך כאן וחזר והתחיל לשחוט למטה או למעלה:
1998,Chullin,63,1,לפני אידיהן,"ומשנה - דאלו טרפות אחר שנשנית בבית המדרש לא זזה ממקומה לא שכחוה התנאים ולא .עקרוה ממשנתם אע""פ שחזר בו רבי עקיבא וחזרו ושנו וקבעו במשנתם אף לאחר החזרה ואע""פ שזו קודמת לזו אין סדר למשנה ואע""ג דבחדא מסכת אמרינן בלפני אידיהן (ע""ז ז.) יש סדר למשנה ה""מ סתם ואח""כ מחלוקת או מחלוקת ואח""כ סתם שהקפידו החכמים בסדורו משום דמחלוקת ואח""כ סתם הלכה כסתם אבל במילי אחרנייתא לא קפדינן אסידרא:"
1999,Chullin,63,0,בהמה המקשה,"הכי גרסינן ואמרינן לאו היינו דבעי אילפא הוציא העובר את ידו בין סימן לסימן מי מצטרף סימן ראשון כו' - והאי דאילפא בבהמה המקשה (לקמן חולין סח:). עובר ניתר בשחיטת אמו אבל הוציא ידו קודם שחיטה אמרינן התם דאותו אבר דין טרפה שחוטה יש לו שאינו מטמא דמהניא ליה שחיטה לטהרו דתנן התם שחט את אמו ואח""כ חתכה מגע נבלה דברי רבי מאיר וחכמים אומרים מגע טרפה שחוטה וקבעי אילפא (שם סט.) הוציא עובר את ידו בין סימן לסימן מהו סימן ראשון נשחט להתיר ולטהרה וסימן שני לא בא לאותו אבר אלא לטהר:"
2000,Chullin,64,1,ארבע מיתות,"מבית השחיטה - שאינו מחוסר הפשט ויכול לחותכו מיד קודם יציאת הנפש וממתין לה עד שתצא נפשה דאמרינן בארבע מיתות (סנהדרין דף סג.) מנין שאסור לאכול מן הבהמה קודם שתצא נפשה ת""ל לא תאכלו על הדם:"
2001,Chullin,65,0,יציאות השבת,כל הטעון ביאת מים מדברי סופרים - כל שהוא מן התורה טהור וסופרים גזרו עליו טומאה כגון הידים והכלים שנטמאו במשקין והבא ראשו ורובו במים שאובין וכל האמורים ביציאות השבת אצל שמונה עשר דבר כולם טומאת שני לטומאה גזרו עליהם ומטמא את הקדש עד שעושהו שלישי וטמא הוא שעושה רביעי:
2002,Chullin,65,0,כשם שהמים,דתנן - בפרק כשם שהמים (סוטה דף כז:):
2003,Chullin,66,1,פירות,בשר בפירי לא מיחלף - תרומה אינה אלא בפירות ואינו נחלף בבשר לפיכך אין דרך הכהנים להתפיס לבשר חולין שלהן טהרת תרומה:
2004,Chullin,69,0,יהודה,"אם אמר הפרשתי לתוכה כו' - בחומר בקדש (חגיגה דף כד:) תנן ביהודה נאמנין עמי הארץ על טהרת יין לנסכים אם אמרו טהורין הן והימנוהו רבנן כדי שלא יהא כל אחד הולך ובונה במה לעצמו ושורף פרה אדומה לעצמו אבל על התרומה אין נאמנין אלא בשעת הגיתות והבדים עברו הגיתות והבדים והביאו לו חבית של יין דתרומה ה""ז לא יקבל הימנו ואם אמר לו הפרשתי לתוך חבית זה רביעית לנסכים נאמן על כולם ומקבלם כהן ושותה:"
2005,Chullin,71,0,משקה,"שמאי אומר הוכשר - דאע""ג דלא ניחא ליה במשקה היוצא מהם דהא לאיבוד אזלי גזרינן לה ביציאות שבת (דף יז.) שמא יבצרנו בקופות מזופפות:"
2006,Chullin,71,0,משילין,של זבחי שלמים - משום תרתי מילי נקט זבחי שלמים חדא דקרא בשלמים קאי ועוד דכיון דבשר שלמים ועורן לבעלים טרח בהו להיות יפין ומעבירן בנהר סמוך לשחיטתן שיהו נוחין להפשיט כדאמרינן בפרק משילין פירות (ביצה דף מ.) משקין ושוחטין את הבייתות ואמרינן התם דאורח ארעא לאשקויי משום סירכא דמשכא:
2009,Chullin,77,0,שנים,"חולין - לענין עבודת כוכבים שאין מחשבה פוסלת בהן בד' עבודות אלא בשנים בשחיטה ובזריקה דהני הוא דכתיבן (שמות כב) זובח לאלהים יחרם בל אסיך נסכיהם מדם (תהלים טז) אבל קבלה והולכה לא כתיב בהו והקטרה אע""ג דשייכא בעבודת כוכבים מיהו לאו עבודה היא לאפסודי בהמה משום הקטר חלבה לעבודת כוכבים היכא דלא נשחטה ולא נזרק דמה לעבודת כוכבים דהא אפילו בפנים לא מפסיל קרבן אם חישב על אכילת בשר בשעת הקטר חלבים:"
2010,Chullin,78,0,רבי ישמעאל,"היתה בהמת חבירו - לא מיבעיא שלו דמיתסרא משום תקרובת עבודת כוכבים בשחיטת סימן אחד. דאע""ג דבעלי חיים אין נאסרים להדיוט לא משום נעבד שעשאו עבודת כוכבים ולא משום מוקצה שהקצו לתקרובת עבודת כוכבים כדקיימא לן בתמורה (דף כט.) מדאצטריך קרא למיסרינהו לגבוה כדתניא (ב""ק דף מ:) מן הבקר להוציא את הנעבד ומן הצאן להוציא את המוקצה מכלל דלהדיוט שרי מיהו כי עביד מעשה בגופייהו מיתסרי כדאמרינן בפרק רבי ישמעאל (ע""ז דף נד:) אע""פ שאמרו המשתחוה לקרקע עולם לא אסרה חפר בה בורות ושיחין ומערות והשתחוה להן אסרן והכא נמי אע""ג דאכתי בעלי חיים נינהו מיתסרי. והאי סימן אחד לאו דוקא דה""ה לחצי סימן. ובהמת חבירו נמי אע""ג דפשיטא לן דאין אדם אוסר דבר שאינו שלו אשמועינן רב הונא דאסר לה במעשה כל דהו:"
2012,Chullin,79,0,חטאת העוף,"ועולא מעשה כל דהו קאמר - דכיון דאמר רב הונא סימן אחד ואסמכא למילתיה אדעולא אשמועינן רב הונא דעולא מעשה כל דהו קאמר דהא סימן אחד בשחיטת עבודת כוכבים לאו גמר מעשה הוא הלכך ע""כ סימן אחד דרב הונא לאו דוקא דהוא הדין לחצי סימן ואפילו מוקמת לה בחטאת העוף הוי תיובתיה מכי שחיט בה פורתא פקע שם קדשים מינה וחיוב שחיטת חוץ ליתיה עד גמר סימן וחיתוך עפר הוא:"
2013,Chullin,79,1,חטאת העוף,מאי איריא חטאת - דנקט ליתני השוחט את הזבח דמשמע כל זבחים ומדנקט חטאת דאיתיה נמי בעוף שמע מינה בחטאת העוף קאי ועולה לא מצי למינקט משום דעולת העוף בעי שני סימנין ולאו באומר בגמר זביחה הוא עובדה דאי אינו עובדה אלא בגמר זביחה אמאי איכפל לאשמועינן עוף בבהמה נמי חייל. והאי פירכא לאו לאותובי לרב הונא נקט לה דכי מדלית רב הונא מהכא ותימא דאין אדם אוסר דבר שאינו שלו אלא בגמר מעשה איכא למיפרך נמי מאי שנא חטאת דנקט אלא הכי קפריך אי איתא דטעמא משום גמר זביחה הוא מאי שנא עוף אלא על כרחך טעמא אחרינא הוא:
2014,Chullin,79,0,חטאת העוף,"דקני ליה לכפרה - שהבעלים מתכפרין בה. ל""א אי הכי דבגמר זביחה הוא עובדה מאי איריא חטאת דמשמע דאיכפל תנא לאשמועינן מידי דלית ליה חלק בו שהבעלים שוחטין אותה והיא כולה לכהנים ליתני זבח דלישתמע אפילו שלמים שהן שלו מחייב שלש חטאות דהא לא פקע שם קדשים מיניה עד גמר זביחה ומדנקט חטאת ש""מ בעובד עבודת כוכבים בתחלת שחיטה קאמר ומשום טעמא דחטאת אינו שלו ולא מצי אסר במעשה זוטא דאילו שלמים הוה אסר במעשה זוטא ומ""מ לרב הונא קשיא דהא מדנקט חטאת ש""מ טעמא דתנא משום דדבר שאינו שלו לא אסר אלא אמר מר זוטרא לעולם בעובד בתחלת זביחה ולא תיקשי לרב הונא דהכא בחטאת העוף קאי ובחצי קנה פגום דבההוא מעשה כל דהו דאיתסרא ביה איחייב משום שחיטת חוץ והיינו דנקט חטאת משום דאיתא בעוף ועולה לא מצי למינקט משום דאפילו בעוף בעיא שני סימנין: "
2015,Chullin,79,1,חטאת העוף,לא הויא חטאת תיובתיה - דמאי מעשה דעולא מעשה רבה ולא הוה מיצטריך ליה לאוקמי בחטאת העוף דהאי דנקט חטאת ולא תנא זבח משום דאילו שלמים כיון דדידיה נינהו הוו מיתסרי במעשה כל דהו וליכא חיוב שחיטת חוץ אבל חטאת לא מיתסר עד גמר שחיטה דאיכא מעשה רבה. ולשון זה נראה בעיני דהכי מסתבר לישנא דתלמודא דלרב הונא לחודיה קמותיב:
2016,Chullin,79,0,חטאת העוף,"ואוקימנא - על כורחין בחטאת העוף מדלא תנא זבח ואע""פ דלהנך רבנן לא מצי למיתני זבח דכיון דשלמים דידיה נינהו הוו מיתסרי בתחלת חתיכה ותו ליכא חיוב שחיטת חוץ וכי תנא חטאת הוי דבר שאינו שלו ולא מיתסר ולא פקע שם קדשים מיניה אפילו הכי מדלא נקט עולה דשכיח ולא הוי נמי דידיה ונקט חטאת דמידי דאיתיה בעוף בסימן אחד ודאי טעמא משום סימן אחד דעוף הוא ובחצי קנה פגום כדאמרן:"
2017,Chullin,83,1,בהמה המקשה,"אלא לתנא דבי ר' ישמעאל - דתנא מניינא קשיא והא איכא בסג""ר סימן הוא ומשנה וברייתא הן בהמה שנחתכו רגליה בפרק בהמה המקשה (לקמן חולין עו.) כמה חסרון בשדרה באהילות גלודה בפרקין וכן חרותא. ושב שמעתתא שבע טרפות שמנו האמוראים ולא נשנו במשנה והן היו מקובלים מרבן. האחרונים קרי רגלים ושלפנים קרי ידים. ארכובה יינויי""ל מקום חיבור השוק והירך שמפרקין אותה משם בשעת הפשטה:"
2018,Chullin,83,1,רבי יהודה,"מרה מאן קתני לה - דחשבה ניקבה המרה במניינא די""ח טרפות במתניתין יחידאה היא ור""י ברבי יהודה קתני לה לקמן בפרקין (חולין דף מג.) בשמעתין ותנא דבי ר""י לית ליה מרה ואפיק מרה ועייל חרותא:"
2019,Chullin,84,2,השותפין,"רק את נפשו שמור - מכות מות הכהו ולכך נצטווה לשמור נפשו כדאמרינן בהשותפין (ב""ב דף טז.) גדול צערו של שטן משל איוב משל לאומר לעבדו שבור חבית ושמור יינה:"
2020,Chullin,86,0,הזהב,דרבי יהושע בבבא מציעא בהזהב (בבא מציעא דף נט:):
2021,Chullin,87,1,החובל,"בתליסר איסתרי פשיטי - איסתרי סלעי מדינה שהם פשוטים וקלים. איסתרי סתם היינו סלעין צורי שהסלע ארבע דינרים ואיסתרי פשיטי הוא סלע מדינה שמינית שבסלע צורי דהיינו חצי דינר כדאמרינן בהחובל את חבירו (ב""ק צ:) איסתרא פלגא דזוזא וקרי ליה התם סלע מדינה:"
2022,Chullin,87,1,הניזקין,רב חסדא כהן הוה כדאמרינן בגיטין בהניזקין (גיטין דף נז) שמונים זוגים אחים כהנים נשואין שמונים זוגות אחיות כהנות:
2023,Chullin,88,0,רבי יהודה,"מטבעת הגדולה - כרבי יוסי ברבי יהודה ומחלוקתו בפ""ק (לעיל חולין דף יח.) נקט לה מיהו אנן קיימא לן כרבי חנינא בן אנטיגנוס דמשפוי כובע ולמטה כשרה דהיינו למעלה מן הטבעת:"
2024,Chullin,96,3,אלו מציאות,"מירבל הוא דרביל - על ידי נענוע שנענעה הבהמה בהליכתה ימים רבים נכנסה תמיד מעט מעט במקום דחוק שאינה יכולה עכשיו לצאת. מירבל לשון כברה שמנענעים אותה כמו אייתי ארבלא וקמרבל באלו מציאות (ב""מ כו:):"
2025,Chullin,96,4,מחט,מיבזע בזע - במחט ומאן דטריף במחט טריף נמי בהא:
2027,Chullin,98,1,מקום שנהגו,"כי פליגי דאקשתא - מאן דאסר סבר תותב הוא ומאן דשרי סבר כיון דמחובר במקצת לאו תותב הוא. ולהאי לישנא בתרא לא מתוקמא מילתיה דרב נחמן דכיון דבאקשתא דפליגי ביה אמר רב נחמן דסתים כ""ש דאייתרא דכולהו שרו ואם כן מאן לא סתים ודרב נחמן אלישנא קמא והכי מסתברא כלישנא קמא כדאמרינן במקום שנהגו (פסחים דף נא.) כי אתא רבה בר בר חנה אכל דאייתרא עול לגביה רב אויא וכסייה מן קמיה משום דבני בבל אסרי לה. ולדידן תרווייהו אסירי דבתר בני בבל גררינן דאנן בני גולה אנן וכלישנא קמא ולחומרא דכל היכא דאיכא תרי לישני בגמרא אי מידי דאורייתא הוא זיל לחומרא ובדרבנן זיל בתר בתרא:"
2028,Chullin,98,4,גיד הנשה,כר' יוחנן - בכל מילי. לישנא אחרינא רבי יוחנן חכים בטרפות דאמרינן לקמן שדר ליה שמואל תריסר גמלי ספיקי דטריפתא בפרק גיד הנשה (לקמן חולין דף צה:):
2029,Chullin,99,0,שנים אוחזין,"כולהו שייכן בדרבה - סניא דיבי ואיסתומכא ומקום שאין בו מילת כולן באותו צד עומדים או למעלה או למטה וכי טרפת לה לכל אותו צד בנקב במשהו הנמצא בו מקיימת להו לכולהו: אמימר מנהרדעא הוה כדאמרינן בשנים אוחזין (ב""מ דף טז:) אנא מנהרדעא אנא וסבירא לי שומא הדרא לעולם:"
2030,Chullin,100,1,מחט,מיסרך הוה סריך - הדם במחט:
2031,Chullin,106,4,גיד הנשה,אתו לקמיה דרבי יהודה - לשאלו על כך שאם לקתה בגיד הנשה שלה תהא טרפה אחרי שאנו רואין שהיא מתה במכה זו:
2032,Chullin,108,2,הרואה,"חוץ מכגריס של כתמים - ששנינו בנדה (דף נח:) דהרואה כתם של דם בבגדה כגריס טמא דמספקינן לה בדם נדה אע""ג דכי משערת ליה במצומצם חומרא הוי לא הויא טמאה אלא ביותר מכגריס אבל כגריס עצמו מחזקינן ליה בדם מאכולת והיינו להקל דאע""ג דכגריס שעורו בעינן כגריס ועוד והכי תניא בהרואה כתם (שם נח:) וטעמא משום דכתמים עצמן דרבנן דמדאורייתא עד דחזיא מגופה כדכתיב (ויקרא טו) דם יהיה זובה בבשרה:"
2033,Chullin,108,1,בהמה המקשה,מותר - אבר באכילה וניתר בשחיטתה כעובר עצמו וטעמא מפרש בבהמה המקשה (לקמן חולין סט.) מכל בבהמה תאכלו:
2034,Chullin,108,2,גופה,מן הטחול ומן הכליות - של בהמה אם נחתך מהם אף על פי שלא הוציא החתיכה מתוכה אסור באכילה משום אבר מן החי והתם קא יליף טעמא מאותה תאכלו שלמה ולא חסרה כלומר כשהיא שלמה הוא דקאמינא לך כל בבהמה תאכלו להתיר דבר אחר שבגופה אבל כשהיא חסרה דהנמצא בתוכה מחסרונה הוא לא שרינא לך כל בבהמה דהיינו הנמצא בה. ומכל מקום שמעינן מינה דהיא עצמה שריא אף על גב דנחתך מן הטחול ואין חיתוך בלא נקב דכל נקב משום חיתוך הוא:
2035,Chullin,108,0,גופה,הוא הדין דבהמה נמי אסירא - דחמיר ניקב ונחתך מניטל לגמרי שעל ידי הנקב הוא הולך ומוסיף מכאוב והחולי רב בגופה:
2036,Chullin,109,0,העור והרוטב,ואלו שעורותיהן כבשרן - לענין דמטמאין עורן כבשרן אלמא לאו עור הוא וקחשיב האי בהדייהו בהעור והרוטב (לקמן חולין דף קכב.):
2037,Chullin,109,2,העור והרוטב,עגל הרך - מפרש בהעור והרוטב (לקמן חולין קכב.) כל זמן שיונק:
2038,Chullin,109,3,העור והרוטב,וכל שמנו חכמים - בהעור והרוטב (שם) לגבי עורות כבשר:
2039,Chullin,110,0,מחט,במחטא - כדפרישית במסמר:
2040,Chullin,111,2,בהמה המקשה,נשתברו רגליה - מן הארכובה ולמטה או אפילו למעלה ולא יצא העצם לחוץ אבל יצא לחוץ תנן בבהמה המקשה (לקמן חולין עו.) דהוי טרפה:
2041,Chullin,112,2,בהמה המקשה,בצומת הגידין - שיהו ששה עשר חוטין קיימין כדאמרינן בפרק בהמה המקשה (לקמן חולין עו:) והוא בשפולו של עצם השוק סמוך לארכובה:
2042,Chullin,112,2,בהמה המקשה,מתניתין ידענא - בפרק בהמה המקשה (לקמן חולין עו.) וכן שניטל צומת הגידים לבדן וכל הארכובה קיימת:
2043,Chullin,115,0,חטאת העוף,"ר' יהודה - הא דאמר דחשיב לה כגלודה שניטל עורה ורבי ישמעאל נמי חשיב לנוצה כעור דאמר נוצה מצטרפת לכזית לפגל בחטאת העוף אם מלקה ע""מ לאכול כזית בין נוצה ועור ובשר חוץ לזמנו:"
2044,Chullin,115,1,גופה,והמעושנת - נכנס עשן בגופה:
2045,Chullin,116,1,תנור,באומצא - אינו צלי כל כך בתנור אלא מולחו מאד וצולהו כל דהו על הגחלים:
2046,Chullin,118,0,לפני אידיהן,"שור שהקריב אדם הראשון - כדאמרינן בלפני אידיהן במסכת ע""ז (דף ח.):"
2047,Chullin,120,0,שנים,עוף הבא לפנינו בסימן אחד - של טהרה טהור וכל שכן אם בא בשנים או שלשה ובלבד שיכיר בו שאינו מעשרים וארבעה הכתובים:
2048,Chullin,122,1,החובל,"מפני שיש לו זפק - ואין זה מאותן שני סימנים שבעורב ומ""מ אין לו אלא שנים ולרבי אליעזר מפני שרגיל לשכון עם העורבים מחזיקו ממנו וכדתניא [בהחובל] (ב""ק צב:) רבי אליעזר אומר לא על חנם זרזיר הולך אצל עורב אלא מפני שהוא מינו:"
2049,Chullin,124,1,כל הנשבעין,יפה כח הבן - הלכה היא בפרק כל הנשבעין בשבועות (דף מח.):
2051,Chullin,124,0,עשרה יוחסין,אבוה דאמך - רב חנן בר רבה שהיה חמוה דרב חסדא בעשרה יוחסין (קדושין דף פא:): דהאנפה למינה דאיה דויקרא למינה למינו דעורב למינהו דנץ:
2052,Chullin,134,0,העור והרוטב,שבחוץ טמא - דילפינן בהעור והרוטב (לקמן חולין דף קכח:) שאבר מן החי מטמא כאבר מן הנבלה מוכי ימות מן הבהמה:
2053,Chullin,136,1,אותו ואת בנו,דאמר רב משרשיא לדברי האומר חוששין לזרע האב - חנניא הוא באותו ואת בנו (לקמן חולין עח:):
2054,Chullin,140,0,יוצא דופן,"מי לא עסקינן - אפילו באוכל נבלה סמוך לשקיעת החמה דעדיין היא במעיו ולא נתעכלה וקמטהר ליה קרא בהערב שמש אלמא מכיון שנבלעה הרי היא כמעוכלת לענין לטמא. והא ליכא למימר דטעמיה משום דמגע בית הסתרים לא מטמא ותוכו של אדם בית הסתרים הוא דא""כ תטמאנו במשא דאמרינן ביוצא דופן (נדה דף מב:) נהי דטומאת בית הסתרים במגע לא מטמיא במשא מיהא מטמיא אלא לאו ש""מ בליעה מעכבתה מלטמא:"
2055,Chullin,142,1,העור והרוטב,הבשר מגע נבלה - בשר העובר מגע אבר מן החי שהוא מטמא כנבלה בהעור והרוטב (לקמן חולין דף קכט:). אי נמי אם יצא עובר מת נבלה גמורה הוי האבר מאחר שלא טהרתו שחיטת אמו:
2056,Chullin,144,0,העור והרוטב,"ואת האבר המדולדל בה - בשום בהמה שנחתך ממנו אבר ומעורה ותלוי במקצת דאמרי' בהעור והרוטב (לקמן חולין דף קכז:) האבר המדולדל בבהמה ונשחטה מטמאה טומאת אוכלין ולא טומאת נבלות מדקתני הוכשרו בדמיה ואי נבלה מאי הכשר איכא למימר ואע""פ שאסורין באכילה כדקתני לקמן בשמעתין להביא האבר והבשר המדולדלים:"
2057,Chullin,145,1,העור והרוטב,שמיתה עושה ניפול - אבר המדולדל בבהמה ומתה המיתה מפלת אותו ואינו טמא כאבר מן הנבלה אלא כאבר מן החי והפרש יש ביניהם דאמרינן בהעור והרוטב (לקמן חולין דף קכח:) אבר מן החי בשר הפורש ממנו טהור דאין מטמא אלא כשהוא אבר שלם בשר גידים ועצמות אבל נבלה כזית ממנה טמא אב הטומאה:
2058,Chullin,145,0,העור והרוטב,מתה הבהמה - שהיו בה אבר ובשר מדולדלין אבר בפני עצמו ובשר בפני עצמו ומשנה היא בהעור והרוטב:
2059,Chullin,146,1,אותו ואת בנו,וחייב באותו ואת בנו - שלא ישחטנו ביום ששחטו אמו:
2060,Chullin,149,0,אותו ואת בנו,לדברי האומר - חנניא הוא באותו ואת בנו (לקמן חולין דף עח:) דקאמר נוהג בזכרים:
2061,Chullin,151,1,העור והרוטב,אותיב ממתני' - ששגורה בבית המדרש בפי כולם דתנן בהעור והרוטב (לקמן חולין קכז.) האבר והבשר המדולדלים נשחטה הבהמה הוכשרו לקבל טומאת אוכלין אלמא אין בה טומאת נבלות:
2062,Chullin,152,0,כיצד,"ר""ל - פליג עליה בפסחים בכיצד צולין (פסחים דף פד.) ואמר אין נמנין והכא לאכשורי טרפה קאתי ואיסורא דאורייתא היא ואת אמרת כו':"
2063,Chullin,152,0,העור והרוטב,"שאני הכא דהדר ביה ר' יוחנן - מגידין הרכין ואמר כל מידי דסופן להקשות בתר סוף אזלינן דמעיקרא הוה סמיך ר' יוחנן אהא דתנן בהעור והרוטב (לקמן חולין קכב.) עור הראש של עגל הרך הוי כבשר לטומאת אוכלין ונבלות ואע""ג דסופו להקשות והדר ביה ואוקמה לההיא כיחידאה:"
2064,Chullin,152,1,העור והרוטב,דאמר ליה - ר' יוחנן לריש לקיש בהעור והרוטב דקבעי מיניה עור הראש של עגל הרך מהו שיטמא ואמר ליה אינו מטמא הואיל וסופו להקשות ואמר ליה הרי שנינו ואלו שעורותיהן כבשרן עור הראש של עגל הרך ואמר ליה אל תקניטני בה שבלשון יחיד אני שונה אותה כלומר יחידאה היא ולא סבירא לן כוותיה:
2065,Chullin,154,0,האיש מקדש,חולין בפנים שניהם פסולין - משום חולין שנשחטו בעזרה דילפינן להו בקדושין בפרק האיש מקדש (קידושין דף נז:):
2066,Chullin,155,1,אותו ואת בנו,תאמר באותו ואת בנו כו' - והואיל וחמור הוא ינהוג בשניהם:
2067,Chullin,155,0,שנים,"אותו אחד ולא שנים - באחד הוא נוהג ולא בשנים. ומעתה שחלק הכתוב וא""א לומר שינהוג בשניהם אלא או בזכרים או בנקבות:"
2068,Chullin,155,1,אותו ואת בנו,זכיתי לדין - מעתה אני רשאי ללמוד מדין הראשון באי זו ינהוג דהשתא ליכא למיפרך תאמר באותו ואת בנו שעשה בו מזומן כשאינו מזומן לפיכך ינהוג בזכרים ולא בנקבות דמאי חומרא היא זו לומר כן מה לי זכרים ומה לי נקבות:
2069,Chullin,157,0,אלו מציאות,"וסימנין דאורייתא - מדסמיך אסימנין ושרי איסורא עלייהו ש""מ הא דסמכינן אסימנין בחזרת אבדה כדאמרינן באלו מציאות (ב""מ דף כז.) דאורייתא היא דאי דרבנן נהי דעבוד רבנן תקנתא בממונא באיסורא מי מצו מתקני אלא ש""מ דאורייתא היא והתם באלו מציאות מיבעיא לן סימנין דאורייתא או דרבנן:"
2070,Chullin,159,0,אותו ואת בנו,קמא מיקטל קטליה - דשחיטת קדשים בחוץ שחיטה שאינה ראויה היא ונהי דלענין שחוטי חוץ להתחייב כרת הויא שחיטה דגזירת הכתוב היא אבל לכל מילי לאו שחיטה היא כדאמרינן בפ' כסוי הדם (לקמן חולין דף פה.) דגמר מטבוח טבח והכן וכיון דלאו שחיטה היא מותר לשחוט את בנה ולא מחוסר זמן הוא דבאותו ואת בנו שחיטה כתיבא ושני נמי ניחייב כרת:
2071,Chullin,161,2,אלו נערות,פטור - ממלקות כדקיימא לן בכתובות באלו נערות (כתובות דף לה.) מקראי דתרתי לא עבדינן ביה:
2072,Chullin,161,2,אלו נערות,"פעמים - שמלקות של משנתינו אפילו בראשון לשלחנו ושני לעבודה זרה ולא אתרו בו משום עבודה זרה ולא מיקטל. ולריש לקיש כיון דאילו אתרו ביה הוי מיקטיל ופטור ממלקות כי לא אתרו ביה נמי אע""ג דלא מיקטיל הואיל ובהך איסורא איכא צד מיתה לא לקי ובכתובות (שם) יליף טעמא מקראי באלו נערות:"
2074,Chullin,162,0,האיש מקדש,"צפורי מצורע - קי""ל בקדושין בהאיש מקדש (קדושין דף נו:) דאסורין בהנאה:"
2075,Chullin,164,0,גיד הנשה,"משתי ירכות - של שתי בהמות ומדנקט שתי בהמות שמע מינה בימינות קאמר ות""ק דהכא כרבי יהודה ס""ל דאין נוהג אלא באחת. ומהא פשטינן בפרק גיד הנשה (לקמן חולין דף צא.) דפשיטא ליה לר' יהודה דבימין:"
2076,Chullin,164,1,יום טוב,ביום טוב האחרון של חג - היו מרבין בשמחה מפני שרגל לעצמו הוא וחביב עליהן:
2077,Chullin,165,0,יום טוב,"ואין שוחטין אותו ביום טוב - משום דלמא בעי כסוי ומספקא לא מחללינן י""ט אם שחטו:"
2078,Chullin,165,0,קדשי מזבח,בקדשי מזבח - כגון חטאת העוף:
2079,Chullin,166,1,קדשי מזבח,אפילו תימא בקדשי מזבח - ודקאמרת ליגרריה וליכסייה אמר קרא כו':
2080,Chullin,166,1,בהמה המקשה,אימא נמי בהמה בכלל חיה לכסוי - דהא ילפינן בבהמה המקשה (לעיל חולין דף ע:) דאף בהמה בכלל חיה:
2081,Chullin,168,0,אותו ואת בנו,גמ' ראה רבי דבריו של רבי מאיר באותו ואת בנו - דשחיטה שאינה ראויה שמה שחיטה לחייבו:
2082,Chullin,168,0,כיצד,ושב הכהן ובא הכהן - בנגעי בתים כתיב וילפינן מינה גזירה שוה בתורת כהנים נאמר ושב הכהן ונאמר ובא הכהן מה שיבה חולץ וקוצה וטח ונותן לו שבוע אף ביאה כו' וכבר פירשתיה יפה בעירובין (בכיצד מעברין) (דף נא.):
2083,Chullin,169,0,בהמה המקשה,"והא אמר ר""מ - בפרק בהמה המקשה (לעיל חולין דף עד.):"
2084,Chullin,169,0,אותו ואת בנו,לא צריכא - הא דר' אבא אלא משום דרבי סבר לה כר' מאיר באותו ואת בנו כדאמר לעיל:
2085,Chullin,169,1,בהמה המקשה,"וסבר לה כרבנן - בבן פקועה דלא שמעינן ליה דפליג מהו דתימא כיון דבן ט' הוא ושחיטת עצמו מתירתו אפילו לרבי שמעון כדקי""ל בפרק בהמה המקשה (שם) ארבעה סימנין אכשר ביה רחמנא הילכך לאו ירך אמו הוא לאיתסורי משום טרפות דידה ואימא לרבי דסבר ליה כרבי מאיר תהני ליה שחיטת אמו ולא ליבעי למשחטיה דהא שחוטה היא קמ""ל:"
2086,Chullin,170,3,הרואה,זיקים וזועות ורעמים ורוחות - מפרש בברכות בהרואה (ברכות דף נט.) דכולן לקללה:
2087,Chullin,172,0,אלו מציאות,"דאמר מר - באלו מציאות (ב""מ דף לא.) השב אפילו מאה פעמים משמע ותשיבם מפקינן לדרשא אחרינא. הכא נמי וכסה טובא משמע:"
