,Masechet,Daf,Loc,Text
225,Eruvin,96b,"13,0","כיפי - מרגליות ל""א נזמים וכן עיקר:"
226,Eruvin,97b,"0,0","הכי גרסינן במאי אוקימתא למתני' בסכנת ליסטים אימא סיפא וכו' - כיון דליסטים לא מבזו להו אמאי קא מזלזל ר""ש באיסורא דשבתא כולי האי כל שכן דהא דר""ש גריעא (כולי האי) מתנא קמא ואיכא זילזול שבת טפי דאוושא מילתא דהנך גברי דמקילינן כולי האי בשבת וכסוי דת""ק עדיף. לשון אחר ועיקר ולא לשבש הספרים מתני' בסכנת עו""ג שגזרו גזירה שלא יניחו תפילין והאי ובסכנה מכסן והולך לו אכולה מתניתין קאי והכי קאמר ובסכנה שאם ימצאו בידו או ישמע למלכות יהרג בין מעט בין צבתים מכסן בטליתו שלא יוטלו כ""כ בבזיון ומניחם שם והולך ולא יזיזן משם שמא ירגישו בו ויתחייב למלכות וברייתא בליסטים עו""ג ואסיפא קאי דקתני מחשיך עליהן ומביאן ובסכנת ליסטים שהוא ירא להחשיך שם מוליכן פחות פחות מד' אמות וכו' ולא יניחם שם שלא יזלזלו הליסטים בהם וינהגו בהם מנהג בזיון ובמאי אוקימנא למתניתין בסכנת עו""ג שלא יתחייב למלכות אימא סיפא וכו' וכ""ש דאוושא מלתא וישמע למלכות יותר משאם מכניסן זוג זוג או מחשיך עליהם לכולם וזה עיקר מדלא גרסינן ברישא כל שכן דאוושא מילתא דשבת כדגרסינן בסיפא מכלל דהאי אוושא דמילתא לאו אזלזולא דשבת קפיד אלא אסכנת נפשות קפיד:"
227,Eruvin,101a,"2,1","כשהיה להן ציר - ואע""ג דהשתא ליכא היכירא הוא דאיכא ל""א טעמא דמתני' משום דחופר בארץ וקשיא ליה בגוה דא""כ מאי תרצתיה דרבא דאמר כשהיה להם ציר כיון דהשתא ליכא הא קא עביד חריץ ועוד אם כן כר' יהודה בעי לאוקומיה דאמר דבר שאין מתכוין אסור:"
228,Eruvin,105a,"7,1","מפני טועי המדה - שמא יטעו בה הלכך מקצרין אותה נמצא שעדיין התחום לא הגיע ומי שהחשיך לו חוץ לתחום כבר נכנס בתוך אלפים ט""ו אמות כדפרישית במי שהוציאוהו (לעיל עירובין דף נב.) ל""א מפני הטועין ששוכחין ויוצאין וחוזרין ונכנסין לפיכך מקצרין המודדין את התחום הסימן ומציבין בתוך התחום שאם יצא לא עביד איסורא:"
229,Pesachim,19a,"5,3","פסל את כולן - אלמא מצרף כלי מה שבתוכו דאי משום דנגעי אהדדי נהי דגחלת שנגע בה מטמא את חברתה אבל חברתה תו לא מטמיא דא""כ ה""ל ששי ושביעי עד ק' ומאותו עדות נשנית משנה זו דהכלי מצרף וקתני בהדיא רביעי בקודש פסול אלמא דר""ע חמישי לית ליה שלישי בתרומה אין רביעי לא אלמא לית ליה לר""ע ק""ו דר' יוסי בלשון אחר שמעתי יורד לעמקי תהום וא""א להעמידו:"
230,Pesachim,20a,"0,0","נשאלין עליה - כלומר חשבינן לה לטמא אותה כאילו יש בה דעת לישאל לשון אחר נשאלין לב""ד מה תהא עליו וזו עיקר נשאלין עליה בעלים יהו נשאלין בעל כרחן בשבילה לב""ד מה תהא עלה:"
231,Pesachim,24b,"1,1",והבשר כל טהור יאכל למה לי - והבשר יתירה מבעיא ליה דאילו כל טהור יאכל בשר דריש ליה במנחות (ד' כה:) כל טהור יאכל בשר והנפש אשר תאכל בשר וגו' הניתר לטהורין חייבין עליו משום טומאה יצא בשר שנטמא לפני זריקת דם לשון אחר בין ברישא בין בסיפא ו' יתירא מיבעי' ליה:
232,Pesachim,28a,"2,0","כפא דחטא נגרא - כף בזך שחקק האומן בתוכו ישרוף את לשונו ואת חכו בחרדל לישנא אחרינא ישרוף הומי""ר בלע""ז כמו שורפה חיה בע""ז (דף כט:):"
233,Pesachim,35a,"10,2","שיצניתא - קצח שקורין נייל""א בלע""ז עגול הוא כעין דוחן ושחור לישנא אחרינא שמעתי אשדרניל""א ונמצאת בשיפון:"
234,Pesachim,37a,"3,0",ביחוד - בינו לביני רביה דר' ירמיה רב רביה דרב רבינו הקדוש לישנא אחרינא בייחוד בברור כמו וידעו ביחוד ששם ארון נגנז (יומא דף נד.):
235,Pesachim,39b,"10,0",כעין דאורייתא תקון - ואין לו היתר במושבות ומרור איתקש למצה מה מצה בעינן נאכלת בכל מושבות אף מרור נמי בעינן יש לו היתר. לישנא אחרינא מצה בזמן הזה דאורייתא ומרור מדרבנן בפרק בתרא (דף קטו.) וזה שמעתי וקשיא לי בזמן הזה מי מסקי מעשר שני לירושלים ואי למאן דאמר קדושה ראשונה קידשה לשעתה וקידשה לעתיד לבוא בהדיא איבעי ליה לפרושי בזמן הזה:
236,Pesachim,41a,"13,0","יכול צלאו כל צרכו - ואח""כ בשלו יהא חייב והאי תנא הוא דאמר לעיל צלאו ואח""כ בישלו חייב לישנא אחרינא יכול צלאו כל צרכו דשויא חרוכא כדמפרש יהא חייב דלאו צלי אש הוא אלא קלי אש ושרוף וזה עיקר וראשון אינו כלום דההוא תנא כיון דרבי קרא צלאו ואחר כך בישלו מה לי שויה חרוכא מה לי לא שויה:"
237,Pesachim,42b,"11,1","סמ""ך סמ""ך - רב יוסף שיש סמ""ך בשמו אמר שערי לישנא אחרינא וסימניך סיסני כלי ששמו כן כדאמרינן (בכתובות) (ב""מ דף סז:) ואי אגבינהו בסיסני קנה ושם כלי זה יהא סימן לגירסא זו דרב יוסף אמר שערי שני סמכי""ן יחד:"
238,Pesachim,46a,"6,0","מתני' בצק החרש - שאין ניכר אם החמיץ אם לאו שמשונה הוא כחרש הזה שיש לו אזנים ואינו ניכר אם שומע אם לאו דאין אדם עומד על ברורו ועל דעתו לישנא אחרינא בצק החרש קשה כחרש ואינו ניכר שהחמיץ ר""ל הכסיפו פניו ואין סידוק לסימן החימוץ:"
239,Pesachim,50a,"20,0",כתיב זה שמי לעלם - בהעלמה וכתיב זה זכרי דמשמע קרייה ולא העלמה לשון אחר כיון דכתב זה שמי פשיטא דזה זכרי היאך יקרא אלא בשמו:
240,Pesachim,55b,"4,2","שברחה - מעליהם מחזירין אותה ובגמ' פריך השתא אותובי מותבינן אהדורי מבעיא ל""א הכי כתיב בסדר המשנה מושיבים שובכין ותרנגולת כלומר שובכין ליונים ותרנגולת היו מושיבין להתחמם לגדל אפרוח' והכי מסתבר' דשובך לא שייך אלא ביונים:"
241,Pesachim,55b,"11,0","במאמינו - לאומן שלא ימכרם אין מביאין ל""א מאמינו שלא יתבע שכרו פעם אחרת והוא צריך לשכרו עכשיו:"
242,Pesachim,56a,"3,6",רב אחא בריה דרבא אמר - לאו היינו מרכיבין דמתניתין אלא מנחי כופרא דוכרא לנוקבתא מניחין ותוחבין גמזיות רכה בת שנתה שניתוספה באילן בשנה שעברה וקרי ליה כופרא דיכרא על שם שמכניסין אותו בענף האילן שקוצץ ענף גדול וסודקו ומשים את זה בתוכו לשון אחר כופרא דיכרא ענף רך של דקל זכר ומרכיבו בסדק של דקל נקיבה מפני שדקל נקיבה אינה עושה פירות והזכרים עושין פירות:
243,Pesachim,60a,"1,1",אלשמו ושלא לשמו - דאי בעבודה אחת נמי פסיל ליה מתני' תו לא מיתוקמא כרבי מאיר דאמר תפוס לשון ראשון ולשון אחרון לא חייל:
244,Pesachim,60a,"8,0","אלא לאו בעבודה אחת - ותנא לשמו ושלא לשמו לאפוקי מדרבי מאיר דאמר תפוס לשון ראשון ותנא שלא לשמו ולשמו דלא תימא תפוס לשון אחרון דהא הדר ביה מקמא וכי שחיט אהאי בתרא קא שחיט קמ""ל דר' יוסי הוא דאמר בכל דבריו אדם נתפס ולא הדר ביה אלא אתרוייהו איכוין:"
245,Pesachim,60b,"3,1",אין מוציאו מידי שלא לשמו - לתפוס לשון אחרון לבדו ולהכשיר הנשחט שלא לשמו ולשמו:
246,Pesachim,60b,"3,2",אף שלא לשמו כו' אין מוציאו מידי לשמו - לתפוס לשון אחרון ולהכשירו:
247,Pesachim,62b,"7,1","אין שונין ספר יוחסין לא ללודים כו' - לדחוייה איכוון ל""א לפי שאינן מיוחסין:"
248,Pesachim,65a,"9,1",כהנים זריזין הן - וליכא למיחש לשמא לא קיבלוהו לישנא אחרינא שמא לא נתקבל בכלי כל זה שאתה שואב מארץ ונמצאת זורק דם פסול אף אני לא אמרתי למלאות אלא ממקום שיודעין שנשפכו שם דמים שנתקבלו בכלי ואי משום דמיערב בהו מהאי דלא נתקבל כגון דם התמצית הא קא פריך ליה בסיפא וראשון עיקר:
249,Pesachim,68a,"6,0","אמר ליה אכתי לא אעילתיה אפיקתיה - עדיין לא הכנסתו למחנה לויה וכבר הוצאתו ממנה דמדקאמרת לא יבא לתוכה מכלל דעומד חוצה לה וקאמר לא יכנס והא אכתי לא אישתעי בזה שיצא ממחנה שכינה ועומד במחנה לויה לשלחו ממנה וקא מזהר ליה שלא יכנס כאילו כבר יצא אכתי לא אעילתיה כלומר עדיין לא דיבר על כניסתו מה תהא עליה אפיקתיה ודיבר עליו כאילו יצא. ל""א גרסי' אכתי לא אפיקתיה אעילתי' עדיין לא הוצרכתו לצאת ממחנה לויה וכבר הזהרתו שלא יכנס והיינו אעילתיה כבר אתה מדבר בכניסתו:"
250,Pesachim,68a,"8,0","מנקבן בסכין - שיצא הרעי שאם יניחנו בתוכן יסריחו קודם שתחשך ולשון מיחוי שמוציא פרש רכה דנמחת בתוכה דשנפי""ר  בלע""ז כמו וממחה ושופך (מעשר שני פ""ה מ""א) וכמו המחהו וגמעו (לעיל פסחים דף לה.) לישנא אחרינא מיחוי לשון נקיבה וחיבול כמו תמחה את זכר עמלק (דברים כ״ה:י״ט):"
251,Pesachim,74a,"5,0","רבי ישמעאל קוריהו תוך תוך - דנותן לתוכו ס""ל וכשמרתיחין ומתבשלין בתוכו נשמע קול רתיחתן תוך תוך כקול הסיר ל""א כתב בספרים ישנים תכבר לשון תוך ובר כלומר ממולא מבפנים ונראה מבחוץ כעין שממלאין גדיין ותרנגולין שלנו ודוגמא גבי אביגיל (שמואל א כ״ה:י״ח) חמש צאן עשויות ומתרגמינן חמש עאן תכברינן משם רבי קלונימוס:"
252,Pesachim,74b,"11,0",חלייה - מוהל היוצא ממנו כשחותכו לישנא אחרינא שחולטין אותו בחומץ לאחר צלייתו ודמו נסחט לתוכו:
253,Pesachim,87a,"9,0","שאוגדות פתחיהן לבעליהן - סותמות פתחיהן עד שמזדקקות לבעליהן ואינן נבעלות לאחרים לשון אחר שמגידות פתחיהן של נדה לבעליהן לפרוש מהן ואע""פ שתאוותן רבה:"
254,Pesachim,96b,"14,1",לכל מצות - מצות שלמים גרסינן שיהא דין כל חומר שלמים עליהן לשון אחר הבאין מחמת פסח חגיגת ארבעה עשר וזו שמעתי [וכך קבל רבי]:
255,Pesachim,97a,"7,2",שמואל כר' סבירא ליה - ורועה בחטאת דקאמר שמואל לקמיה מפרש והוא הדין דמצי לתרוצי שמואל כרבה סבירא ליה דאמר קודם שחיטה שנינו ובפסח נמי אבוד בשעת הפרשה רועה ולקמן מפרש לה בלישנא אחרינא הכי:
256,Pesachim,97b,"4,0","הכי גרסינן לישנא אחרינא ואלו בפסח היכא דאבד ונמצא אחר חצות קודם שחיטה קרב שלמים - ולעיל קא מיהדר והרי אבודה בשעת הפרשה לרבנן וכו' ואלו בפסח האבוד בחצות והפריש אחר תחתיו ונמצא זה אחר חצות קרב שלמים כר' זירא ואע""ג דאבוד היה בשעת הפרשה:"
257,Pesachim,97b,"4,1",ומשני בלישנא אחרינא שמואל כרבה סבירא ליה דאמר קודם שחיטה שנינו שהנמצא קודם שחיטה רועה בפסח כרבנן בחטאת: 
258,Pesachim,98a,"7,1","מת קודם חצות ואין בנו נמנה עמו יביאנו לשם שלמים - דלא קבעתיה חצות ואם בנו נמנה עמו לא איצטריך לאורויי בה מידי דודאי מיקרב לפסח שני ואשמעינן מינה דהיכא דחל עליה חיובא דפסח ברישא שוחטין עליו. ל""א הא חל עליה אנינות ברישא ותו לא חיילא עליה חיובא דפסח והא דתנן (לעיל פסחים דף צ:) שוחטין על האונן ה""מ היכא דחיילא חובת פסח עליה ברישא והדר חל עליה אנינות:"
259,Pesachim,110b,"7,0",חנות אין בה משום זוגות - אם שתה בשתי חנויות לא אמרינן כשתי כוסות דמי לשון אחר חנות השותה בה זוגות לא קפדי מזיקין עלה דלאו קביעותא היא וההוא עובדא דלעיל כשפים שאני:
260,Pesachim,113a,"3,0","לא תשתי סמא - לא תלמד לשתות סמים מפני שתקבע להון ווסת ויהא לבך שואלך ותפזר מעות. ל""א לא תהא רגיל לשתות סממנים כדאמר (לעיל פסחים מב:): (כולהו שקייני) דמעלי להאי קשה להאי:"
261,Megillah,8b,"19,0",אף בספרים לא התירו - להם לשון אחר חוץ מלשון הקודש:
262,Megillah,17a,"16,0",ככתבה - בלשון הקודש ולא בלשון אחר:
263,Rosh Hashanah,18a,"14,0","מתני' על ששה חדשים שלוחים יוצאים - שקדשו ב""ד החדש ע""פ עדים כשראו את החדש ומודיעים השלוחין לגולה יום שקדשוהו אם ביום שלשים וחדש שעבר חסר או ביום ל""א וחדש שעבר מלא:"
264,Rosh Hashanah,19b,"11,1","דידעי - בני הגולה שלעולם אדר הראשון מעובר וביום ל""א נתקדש:"
265,Rosh Hashanah,21a,"1,2","לא שמעתי מפי ב""ד מקודש - לא אעיד לכם דאמרי' לקמן בפרקין (ע""ב) על כולן שלוחים יוצאים מבערב כגון אם לא קדשוהו ביום ל' יוצאין השלוחים לערב לומר מעובר הוא אבל על ניסן ותשרי אע""פ שיודעין שיקדשוהו למחר ביום ל""א שהרי אין ר""ה נדחה לשלשים ושנים אפ""ה אין יוצאין עד שישמעו מפי ב""ד מקודש ואני לא שמעתי מפי ב""ד שלא הייתי במקום שישבו סנהדרין שם:"
266,Rosh Hashanah,21b,"2,0","שלוחין יוצאין מבערב - כגון נראה בעליל ביום כ""ט או בליל שלשים דודאי יקדשוהו ב""ד מחר א""נ בחדש מעובר דפשיטא לן שביום ל""א יתקדש משלא נתקדש בזמנו שלוחין יוצאין מב""ד ואין ממתינין עד למחר שישמעו מקודש מפי בית דין כדאמרינן לקמן (ראש השנה דף כד.) ראש ב""ד אומר מקודש ויעידו לגולה:"
267,Rosh Hashanah,22b,"14,1","לאור עיבורו - לערב יום שלשים נגהי ל""א יום שלשים קרוי יום עיבורו כדאמרינן לעיל (ראש השנה דף יט:) על שני אדרים שמקדשין אותם ביום עיבוריהם ועל שם שממנו מעברין את חדש היוצא קרוי יום עיבור:"
268,Shabbat,3a,"5,5","גופו נייח - ע""ג קרקע והויא עקירה. ל""א ידו בתר גופו גרירא ל""ג דיתירא היא:"
269,Shabbat,4a,"1,0",לכי תיכול עלה כורא דמילחא - בבדיחותא אהדר ליה כשתמדוד לי כור של מלח אומר לך טעמו של דבר לישנא אחרינא לכשתאכל עליה כור של מלח לא תוכל להשוותם זו לזו:
270,Shabbat,8a,"0,1","שדי נופו כו' - דחשיב אגב עיקרו דאית ביה ד' ודרב חסדא דלא כרבי ודלא כרבנן לישנא אחרינא אמר אביי בדרב חסדא דהוי ברה""י אפי' רבנן מודו וכי פליגי רבנן בשדי נופו בתר עיקרו הוא דפליגי:"
271,Shabbat,11a,"9,3","החזן - חזן הכנסת המקרא שבעה הקוראים בתורה ופעמים שאינו יודע היכן צריכין לקרות למחר ורואה היכן קורין תינוקות של בית רבן בשבת זו והן קורין בסדר לאור הנר בבית הכנסת ויודע שהיא פרשה של שבת זו ל""א חזן מלמד תינוקות ורואה היכן יתחילו למחר והיכא יסיימו פרשיותיהן:"
272,Shabbat,13b,"4,0","אין אנו מספיקין - לפי שהן תדירות. ל""א אין אנו מספיקין מלעשות י""ט בכל יום:"
273,Shabbat,21a,"3,0","מסכסכת - כמין סכין פגומה מסכסכת בבשר אנמילי""ד בלע""ז שאין אורו זקוף ונוח במקום אחד אלא נדעך וקופץ לישנא אחרינא מסכסכת בהן אינה נכנסת תוך הפתילה אלא סביב מבחוץ כמו סיכסכה אבניו ברואט""ש בלע""ז:"
274,Shabbat,26a,"5,0",אין מדליקין בצרי - כדמפרש לעיל ועוד כדקתני ואזיל דאינו בא מן הפרי אלא מן העץ שרף בעלמא והוה ליה כזפת ואינו נמשך לישנא אחרינא וכן היה רבי שמעון בן אלעזר אומר כו' לאו טעמא למילתיה יהיב אלא הכי קאמר ועוד היה אומר דבר אחר בצרי:
275,Shabbat,27b,"5,0","כמאן - אמרה סומכוס להא כר' מאיר דאמר מטמא מיד שנטווה ל""א כמאן אמרה אביי להאי מילתא דההיא חוץ מפשתן פשתן דווקא קאמר אע""ג דלאו בגד ועל כרחיך אפי' אונין במשמע אלמא אונין מיטמא בנגעים:"
276,Shabbat,30b,"1,1","ולא יפה אמר כו' - שלתקנת הכלבים לא הצריכוהו לשנות טלטול נבילה ואת האריה המת אסרו לטלטל אלא על ידי ככר או תינוק ל""א שהקדימוהו תשובת הכלב לתשובת האריה לשון רבותי:"
277,Shabbat,31a,"0,2","מפני מה ראשן של בבליים סגלגלות - בילונ""ה בלעז שאינו עגול לישנא אחרינא ראשן של בבליים סגלגל עגול:"
278,Shabbat,31a,"5,1","דעלך סני לחברך לא תעביד - ריעך וריע אביך אל תעזוב (משלי כז) זה הקב""ה אל תעבור על דבריו שהרי עליך שנאוי שיעבור חבירך על דבריך ל""א חבירך ממש כגון גזלה גנבה ניאוף ורוב המצות:"
279,Shabbat,40a,"6,1","רוחץ בו מיד - ואין צריך להמתין בכדי שיעשה ל""א שפקקו נקביו אותן נקבים שמרחץ מתחמם על ידיהן שאור ניסקת מבחוץ מתחתיו לוי""ה ועיקר רוחץ בו מיד שהרי לא נתחמם בשבת אבל בשבת לא שהרי גזרו על הרחיצה:"
280,Shabbat,52b,"15,1","והוא שרישומה - של מחט ניכר דהוי כלי וטמאה ל""א שרישומה של חלודה ניכר בבגד היינו עיכוב תפירה וטהורה:"
281,Shabbat,56a,"2,3","מתנות - זרוע לחיים וקיבה והם לא היו כהנים ל""א מתנות לויה כגון מעשר וקרא כתיב ונתן לכהן ודרשינן ולא שיטול מעצמו בשחיטת חולין בפ' הזרוע (חולין דף קלג.) וה""ה לכל מתנות כהונה ולויה:"
282,Shabbat,56b,"18,0",נתן דצוציתא - על שם ניצוצין דנורא שהמלאך פשט את ידו וקיבל תשובתו לישנא אחרינא על שאחזו המלאך בציצית ראשו:
283,Shabbat,63a,"18,1","ידבר עמים תחתינו - ישפיל וכל שפלות בנחת ל""א הנוחין מנהיגין זה את זה להבנתה של הלכה כמו לך נחה (שמות ל״ב:ל״ד) ידבר תרגום של ינהג:"
284,Shabbat,64b,"6,2","וחכמים אוסרין - דכיון דמשונה משאר השינים דילמא מיחייכי עלה ושקלה לה מהתם וממטי לה בידה ובגמרא אמרינן דשל זהב נקט דווקא ל""א שן תותבת שן של אדם היתה ואהיתירא דלעיל קאי ולאו אפלוגתא דרבי ורבנן והכי קאמר בפלפל ובגלגל מלח ושן תותבת שן של זהב רבי מתיר כו':"
285,Shabbat,65a,"5,3","הא דמיהדק - דר' יוחנן היה תוחב באזנו יפה ומהדק ולא בעי קשירה ודרמי בר יחזקאל בדלא מיהדק ל""א מתלמידי רבינו הלוי דרבי יוחנן קשור הוה ובית מדרשו סמוך לביתו הוה ולא היתה רה""ר מפסקת:"
286,Shabbat,67a,"0,9","ושבעה בוני כמוני - גרעיני כמון ל""א בוני כמון גרסי' מלא אגרוף:"
287,Shabbat,77b,"9,0","כופתא - מכתשת ל""א מדה לחטין ול""נ כמין גולם עץ עשוי לישיבה כמו כופת שאור שיחדה לישיבה דתניא בפסחים (דף מה:):"
288,Shabbat,88a,"6,4",ומשה יקח - אותו עדי לשון אחר את האהל לשון בהלו נרו (איוב כ״ט:ג׳) והוא היה קירון עור פניו:
289,Shabbat,88b,"3,4","עין גדי - עון עגל שהוא מין בהמה לשון אחר לשון עכו""ם העורכים לגד שלחן (ישעיהו ס״ה:י״א):"
290,Shabbat,97b,"11,2","הכא כל כמה דלא זריק ד' - שתנוח לסוף ד' לא מזדרק ליה תמניא בתמיה הלכך כי נח לסוף ד' לא נתקיימה מחשבתו ולא דמי לשם משמעון לשון אחר ה""ג אמר מר הרי כתב שם משמעון מי דמי כו' והיא היא:"
291,Shabbat,104b,"1,2",באבק דרכים - בטיט לשון אחר באבק דרכים באצבעו שרט כמו אותיות בעפר נגוב:
292,Shabbat,107a,"4,2","והחובל בהן חייב - דיש להן עור כדמפרש בגמרא והויא ליה חבורה שאינה חוזרת והויא ליה תולדה דשוחט. לוי""ה. ל""א כיון דיש להן עור נצבע העור בדם הנצרר בו דחייב משום צובע:"
293,Shabbat,109b,"6,7","בי שבבי - בין השמשות בחשכותא דשמשי. ל""א בי שבבי בבית אחד משכניו שלא יריח הוא הריח שהוא קשה לו:"
294,Shabbat,109b,"6,8","נסכרינן לנקבים דיליה - יסתום נחיריו שלא יריח ל""א יסתום נחיריו ונקבי אזניו שלא יצא כח המשקה מגופו:"
295,Shabbat,109b,"9,3","בני מ' יום - שעברו עליהם מ' יום. ל""א של תינוק בן מ' יום:"
296,Shabbat,112b,"10,0",תרי איסורי - שני חבלים קושר ברחב הפתח זה למעלה מזה לישנא אחרינא תרי איסורי שקושרין היום בשני צידי הפתח ולא היתה תלויה בה מאתמול:
297,Shabbat,128a,"13,3","צתרי - שדריא""ה לוי""ה ל""א פוליאול:"
298,Shabbat,132b,"8,0","ה""ג ל""א מאי טעמא אתי עשה ודחי לא תעשה - מ""ט מילה דוחה צרעת דאתי עשה דימול ודחי לא תעשה דהשמר לך דהכי קי""ל בפ""ק דיבמות (דף ג:) דאתי עשה ודחי לא תעשה:"
299,Shabbat,138a,"12,0",כדקרמנאי - היינו גללניתא שפורקה ומחזירה והוא שם מקום לשון אחר קרמנאי מוכרי בגדי פשתן מוכרין עליהן:
300,Shabbat,140b,"17,2",כורא - לשון כור צורפין (לעיל שבת דף עח.) לשון אחר בור לשון בור שוחה:
301,Shabbat,151a,"7,3",רוחץ בה - ישראל מיד דיש לומר משחשיכה הוחמו חמין לאותו נכרי לישנא אחרינא גרסינן תניא כוותיה דשמואל ולא גרסי' דייקא מתני' כו' עד מספיקא שרי ומייתי סייעתא לשמואל מדרבי יהודה דתלינן לקולא ורישא לא קשיא ליה כיון דמחצה על מחצה ודאי בשביל ישראל ונכרים הוחמו שהרי לא לאדם אחד לבדו הוחמו דנימא ספיקא לנכרי ספק לישראל ולשון זה נראה לי עיקר ורבותי נמי לא גרסי לעיל להא דקתני עשה נכרי את הארון עד מספיקא שרי ומיהו לא מפרשי לה כדפרישית:
302,Shabbat,152a,"6,5",לישנא אחרינא קרובים נעשו רחוקים מרוב חלשות של אדם כשמזקין צריך להרחיק רגליו זה מזה:
303,Shabbat,157a,"8,0","הכי גרסי' ל""א איבעיא להו (במסכת נדרים דף עז.) לצורך אתרוייהו קאי - אהפרה ואשאלה אבל הפרה שלא לצורך לא אלמא הפרת נדרים מעת לעת וזה ששמע בשבת יכול להפר משתחשך בתוך מעת לעת של שמיעה הלכך שלא לצורך לא שרינן בשבת:"
304,Sukkah,33a,"0,0",אסא מצראה - גדל על המיצר של שדה ומתוך שיש לו מקום פנוי הוא משבח ומצליח לישנא אחרינא אסא מצראה הדס מצרי:
305,Sukkah,36a,"5,2","לא תפח אע""ג דלא סרח סרח אע""ג דלא תפח - תפח אינפל""ה בלע""ז כגון שנפלו גשמים בתלוש ותפח סרח נרקב ל""א תפח נרקב סרח ריחו רע מחמת תולעים שאכלוהו:"
306,Sukkah,44b,"6,4",וחד אברויי אילני - כמו וברא אותם בחרבותם (יחזקאל כ״ג:מ״ז) לנקוב העפר שעל השרשים ולהזיזו שיהא רך ותיחוח והאילן משביח כך שמעתי לישנא אחרינא להבריא את האילן ולהשביחו:
307,Yoma,17a,"0,0","אלא לאו שמע מינה ראב""י היא - ואיכסי ליה במעלה יתירה ולא במזבח דשמעינן ליה לראב""י בפ' שלישי (לקמן יומא דף לז.) דאמר כוליה מזבח בדרום קאי וכל חצי חלל הפתח מגולה ואי קשיא היכי מתוקמא סתמא מדות אליביה הא שמעינן מהא סתמא שאוכל המזבח שבע אמות בצפון על כרחיך הכי מפרשי' הני עשרים וחמשה אמות שאתה נותן שאין בין כבש לכותל אלא חמשה אמות ומחצה והכבש והמזבח ששים ושתים הרי המזבח כולו בדרום קאי וכולו כנגד אמצע עזרה והמותר כולו למקום הננסין וא""ת אם כן שלא דקדק התנא לחלקו לחצאין ויש לך להרבות ולמעט להיכן שתרצה כר""י נמי מצית מוקמת לה ויהא מזבח ממוצע באמצע עזרה כיצד תן עשרים ואחד ומחצה מהם בין כבש לכותל והכבש שלשים וחצי המזבח ששה עשר נמצא אמצעו של מזבח לסוף ס""ז ומחצה שהוא אמצע עזרה הא לא מצית אמרת שלא יהו מקום השולחנות והננסין אלא שלש ומחצה ובעיני נראה לפרש הא דרב אדא בר אהבה וכל הסוגיא בלשון אחר רב אדא בר אהבה אמר הא מני אמתניתין דתמיד אמר להם הממונה קאי דרמיא מדות עילויה מתניתין דתמיד דפליגי אסתמא דמדות ר""י היא דשמעינן ליה דפליג אסתמא דמדות דתניא ר""י אומר מזבח ממוצע וכו' ואי ס""ד מדות ר""י היא מי משכחת לה והא תנן כו' אלמא רוביה דמזבח בדרום קאי שמע מינה ולא גרסינן אלא לאו שמע מינה ר""א היא והכי פירושו שמע מינה מדות לאו ר' יהודה היא:"
308,Yoma,31b,"2,4","על ידו - בשבילו כמו קוצץ אדם ע""י עצמו (ב""מ דף צג.) אי נמי על ידו לשון אחריו וסמוך לו והרבה יש בספר עזרא על ידו החזיק פלוני את החומה (נחמיה ג׳:ח׳):"
309,Yoma,46a,"10,0",מאי אינו דוחה - אינו דוחה את הטומאה הקטר חלבים ואימורין אלא זריקת דמו בלבד לישנא אחרינא תחילתו הקטר חלבים סופו איברים שניתותרו מבערב וזה שמעתי והראשון נראה בעיני:
310,Yoma,48b,"0,1",כמצוה דמי - והוי ליה כמחשב בעבודה לשון אחר חישב בחתיית גחלים מהו שיפסלו גחלים במחשבה זו מלהקטיר עליהן. לינה שמעינן דפסלה בהו מדפסיל טבול יום כדתנן לעיל מיהו הא מיבעיא לן אי הוי חתייתן עבודה למיפסל בה מחשבה:
311,Yoma,72a,"11,1","שמעמידין את ציפויין - ציפוי הזהב מעמידין ע""י מסמרות לשון אחר שלא התליעו ולא נפל ציפויין:"
312,Yoma,84b,"7,1",למתבר' בשיפי - נסרים שצריך להם לישנא אחרינא בשיפי קיסמין להדלקה:
313,Gittin,3b,"3,0","וגובה מנכסים משועבדים - גובה כתובתה בגט זה מנכסים משועבדים דתנן בכתובות (דף פט.) הוציאה גט ואין עמו כתובה גובה כתובתה לישנא אחרינא גובה מנכסים משועבדים אם שטר מלוה הוא גובה מנכסים משועבדים שט""ח נמי קרי גט כדאמר בעלמא (ב""ק דף צה.) וגט חוב שאין בו אחריות:"
314,Gittin,14b,"1,4","טב רמו ליה - הרבה הכוהו לשון מורי ל""א טב רמו ליה יפה ראויות המכות הללו:"
315,Gittin,17a,"7,0",יתד היא - לשון אחרון זה אמת:
316,Gittin,31a,"2,3","ובשעת כניסת מים לבוסר - כשהן כפול הלבן נקראין בוסר וכשלחלוחית נכנסת וגדילה בתוכו שיכול לעצור מהן כל שהוא היינו כניסת מים ל""א היו כותשין הענבים כשהן בוסר ונותנין לתוכן מים ונעשין חומץ לטיבול:"
